Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
TIPIRACIL,4,1:Synthetic Small Molecule,1,Single Stereoisomer,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,[N][=C][C][C][C][N][Ring1][Branch1][C][C][NH1][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][Cl]
ONDANSETRON,4,1:Synthetic Small Molecule,1,Racemic Mixture,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Ring1][=C][=O]
BAY-1125976,1,1:Synthetic Small Molecule,1,Achiral Molecule,NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,[N][C][=Branch1][C][=O][C][C][=C][C][=N][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][C][Branch1][C][N][C][C][C][Ring1][Branch1][C][=C][Ring1][O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=Branch1][N][=Ring2][Ring1][#Branch2]
MK-5108,1,1:Synthetic Small Molecule,0,Achiral Molecule,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,[O][=C][Branch1][C][O][C][Branch2][Ring1][Ring2][C][C][=C][C][=C][C][Branch1][=Branch2][N][C][=N][C][=C][S][Ring1][Branch1][=N][Ring1][N][C][C][C][Branch1][=C][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][C][C][Ring2][Ring1][N]
GLIMEPIRIDE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,[C][C][C][=C][Branch1][C][C][C][N][Branch2][Ring2][N][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@H1][C][C][C@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][#C][=O]
BIMIRALISIB,2,1:Synthetic Small Molecule,1,Achiral Molecule,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,[N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch2][Ring1][=C][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][C][C][=N][Ring2][Ring1][N]
OLSALAZINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,[O][=C][Branch1][C][O][C][=C][C][Branch2][Ring1][Branch1][/N][=N][/C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][C][O]
RIMITEROL,4,1:Synthetic Small Molecule,1,Racemic Mixture,Oc1ccc(C(O)C2CCCCN2)cc1O,[O][C][=C][C][=C][Branch1][=N][C][Branch1][C][O][C][C][C][C][C][N][Ring1][=Branch1][C][=C][Ring1][=C][O]
ERYTHRITYL TETRANITRATE,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],[O][=N+1][Branch1][C][O-1][O][C][C@H1][Branch1][#Branch1][O][N+1][=Branch1][C][=O][O-1][C@@H1][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][O][N+1][=Branch1][C][=O][O-1]
TEDIZOLID PHOSPHATE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,[C][N][N][=N][C][Branch2][Ring2][=C][C][=C][C][=C][Branch2][Ring2][C][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C][Ring1][O][=O][C][=C][Ring2][Ring1][C][F][C][=N][Ring2][Ring1][=Branch2][=N][Ring2][Ring1][=C]
EMAPUNIL,2,1:Synthetic Small Molecule,1,Achiral Molecule,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,[C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][N][Ring1][P]
CARBIMAZOLE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCOC(=O)n1ccn(C)c1=S,[C][C][O][C][=Branch1][C][=O][N][C][=C][N][Branch1][C][C][C][Ring1][=Branch1][=S]
PROMAZINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)CCCN1c2ccccc2Sc2ccccc21,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
PHENGLUTARIMIDE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,[C][C][N][Branch1][Ring1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][=N][=O]
VOROZOLE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,[C][N][N][=N][C][=C][C][=C][Branch2][Ring1][=Branch1][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][Ring2][Ring1][=Branch1]
OLACAFTOR,2,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,[C][C][Branch1][C][C][C][O][C][=C][C][Branch1][C][F][=C][C][Branch2][Ring2][P][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#C][N][C][C@@H1][Branch1][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][=N][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][P]
OBATOCLAX,3,1:Synthetic Small Molecule,1,Achiral Molecule,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,[C][O][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=N][/C][Ring1][=C][=C][\C][NH1][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C]
URSODIOL,4,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[C][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@@H1][C@@H1][Branch1][C][O][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][=N][C][C][C@][Ring2][Ring1][Ring2][Ring1][P][C]
LEVORPHANOL,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[C][N][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C]
LORATADINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,[C][C][O][C][=Branch1][C][=O][N][C][C][C][=Branch2][Ring1][=Branch2][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1]
LINSITINIB,3,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,[C][C@][Branch1][C][O][C][C@@H1][Branch2][Ring2][=N][C][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring1][N][=C][Ring1][S][=C][C][Branch1][C][N][=N][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch2][C][Ring2][Ring1][#C]
DERENOFYLLINE,2,1:Synthetic Small Molecule,1,Achiral Molecule,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,[O][C][C][C][C][Branch2][Ring1][=Branch2][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][NH1][C][=C][C][Ring1][#C][=Ring1][Branch1][C][C][Ring2][Ring1][=Branch1]
TAMOXIFEN,4,1:Synthetic Small Molecule,0,Achiral Molecule,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,[C][C][/C][=Branch2][Ring1][=C][=C][Branch1][=Branch2][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
BENZNIDAZOLE,4,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,[O][=C][Branch1][=C][C][N][C][=C][N][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
PIPERAQUINE,3,1:Synthetic Small Molecule,0,Achiral Molecule,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,[Cl][C][=C][C][=C][C][Branch2][Ring2][N][N][C][C][N][Branch2][Ring1][S][C][C][C][N][C][C][N][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][C][C][Ring1][P][C][C][Ring2][Ring1][#Branch2][=C][C][=N][C][Ring2][Ring1][S][=C][Ring2][Ring2][Ring2]
REVEFENACIN,4,1:Synthetic Small Molecule,0,Achiral Molecule,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,[C][N][Branch2][Ring2][Branch1][C][C][N][C][C][C][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][=C][Ring1][S]
MOLSIDOMINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,[C][C][O][C][=Branch1][C][=O][N-1][C][=C][N+1][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][O][Ring1][O]
CC-401,2,1:Synthetic Small Molecule,1,Achiral Molecule,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,[C][=C][C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][=C][C][Branch2][Ring1][#Branch1][C][=N][NH1][C][=C][C][=C][Branch1][Branch2][C][=N][N][=C][NH1][Ring1][Branch1][C][=C][Ring1][=C][Ring1][O][=C][Ring2][Ring1][=N]
PROLINTANE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCC(Cc1ccccc1)N1CCCC1,[C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch1]
EDOXABAN,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,[C][N][C][C][C][N][=C][Branch2][Ring2][=C][C][=Branch1][C][=O][N][C@@H1][C][C@@H1][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C@@H1][Ring1][O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch1][S][C][=Ring2][Ring1][S][C][Ring2][Ring2][Ring2]
BETAMETHASONE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[C][C@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O]
CLOTRIMAZOLE,4,1:Synthetic Small Molecule,0,Achiral Molecule,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1]
CALCIPOTRIENE,4,1:Synthetic Small Molecule,0,Single Stereoisomer,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[C][=C][/C][=Branch2][Ring2][Branch1][=C][\C][=C][/C][C][C][C@][Branch1][C][C][C@@H1][Branch1][S][C@H1][Branch1][C][C][/C][=C][/C@@H1][Branch1][C][O][C][C][C][Ring1][Ring1][C][C][C@@H1][Ring2][Ring1][Ring1][Ring1][#C][C][C@@H1][Branch1][C][O][C][C@@H1][Ring2][Ring1][N][O]
SARECYCLINE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[C][O][N][Branch1][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C@H1][C][C@H1][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][C][O][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][C@@][Ring1][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2][=O]
PUMOSETRAG,2,1:Synthetic Small Molecule,1,Single Stereoisomer,O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,[O][=C][Branch1][=C][N][C@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][C][=C][NH1][C][C][=C][S][C][=Ring1][Branch1][C][Ring1][=Branch2][=O]
BORNEOL,3,1:Synthetic Small Molecule,1,Racemic Mixture,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,[C][C][Branch1][C][C][C@@H1][C][C][C@@][Ring1][=Branch1][Branch1][C][C][C@@H1][Branch1][C][O][C][Ring1][Branch2]
TRIMEGESTONE,3,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H](O)C(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,[C][C@H1][Branch1][C][O][C][=Branch1][C][=O][C@@][Branch1][C][C][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][=C][Ring1][O][C][C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C]
ARGATROBAN,4,1:Synthetic Small Molecule,0,Racemic Mixture,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,[C][C][C][N][C][=C][Branch2][Ring2][#C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][C][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O][C][Ring2][Ring2][C]
SILODOSIN,4,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,[C][C@H1][Branch2][Ring1][=C][C][C][=C][C][=C][Branch1][N][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][=Branch2][N][Branch1][Branch1][C][C][C][O][C][C][Ring1][=C][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F]
AVN-944,2,1:Synthetic Small Molecule,0,Single Stereoisomer,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,[C][C][C@H1][Branch1][Ring2][C][C][#N][O][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch2][C][=C][N][=C][O][Ring1][Branch1][C][Branch1][Ring1][O][C][=C][Ring1][=N][=C][Ring2][Ring1][#Branch1]
DEFEROXAMINE,4,1:Synthetic Small Molecule,0,Achiral Molecule,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,[C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][C][N]
E-FLUPENTIXOL,2,1:Synthetic Small Molecule,1,Achiral Molecule,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[O][C][C][N][C][C][N][Branch2][Ring2][Ring1][C][C][/C][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O]
APTO-253,1,1:Synthetic Small Molecule,0,Achiral Molecule,Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,[C][C][NH1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Ring1][#Branch2][C][=N][C][=C][C][=C][C][=N][C][Ring1][=Branch1][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=C][NH1][Ring1][P]
ADEFOVIR DIPIVOXIL,4,1:Synthetic Small Molecule,0,Achiral Molecule,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][O][P][=Branch1][C][=O][Branch2][Ring1][Branch1][C][O][C][C][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C]
SIMOTINIB,3,1:Synthetic Small Molecule,0,Achiral Molecule,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,[C][O][C][=C][C][=N][C][=N][C][Branch1][S][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][N][C][C][Branch1][Branch1][C][C][Ring1][Ring1][C][Branch1][Ring2][C][Ring1][#Branch1][O][C][C][O][Ring1][=Branch1]
INTOPLICINE,1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,[C][C][=C][N][=C][Branch1][#Branch2][N][C][C][C][N][Branch1][C][C][C][C][=C][Ring1][=N][NH1][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][C][Ring1][#Branch1][=C][Ring1][O][Ring1][=C]
IGMESINE,-1,1:Synthetic Small Molecule,0,Racemic Mixture,CCC(C/C=C/c1ccccc1)(c1ccccc1)N(C)CC1CC1,[C][C][C][Branch1][N][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][C][C][Ring1][Ring1]
FUSIDIC ACID,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,[C][C][=Branch1][C][=O][O][C@H1][C][C@@][Branch1][C][C][C@@H1][Branch2][Ring1][P][C][C@@H1][Branch1][C][O][C@H1][C@@][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][C][C@@H1][Ring1][=Branch2][C][C][C@@][Ring1][=N][Ring2][Ring1][Ring1][C][/C][Ring2][Ring1][#Branch1][=C][Branch1][=Branch2][\C][C][C][=C][Branch1][C][C][C][C][=Branch1][C][=O][O]
